项目名称,链接,描述,Stars,语言,Forks,最后更新
1000-chinese-independent-developer-plus,https://github.com/XiaomingX/1000-chinese-independent-developer-plus,👩🏿‍💻👨🏾‍💻👩🏼‍💻👨🏽‍💻👩🏻‍💻中国独立开发者项目列表 -- 分享大家都在做什么；Chinese Independent Developers Projects List - Discover What Everyone Is Building 👩🏿‍💻👨🏾‍💻👩🏼‍💻👨🏽‍💻👩🏻‍💻,1343,Unknown,105,2026-01-20T23:36:48Z
vue3.0-template-admin,https://github.com/GeekQiaQia/vue3.0-template-admin,本项目基于vue3+ElementPlus+Typescript+Vite搭建一套通用的后台管理模板；并基于常见业务场景，抽象出常见功能组件；包括动态菜单，菜单权限、登录、主题切换、国际化、个人中心、表单页、列表页、复制文本、二维码分享等等,1341,Vue,358,2026-01-16T04:29:13Z
Blog,https://github.com/Meowv/Blog,"🤣本项目有不同开发版本，最新版底层基于 abp vNext 搭建和免费开源跨平台框架 .NET5 进行开发，使用 MongoDB 存储数据，Redis 缓存数据。项目采用前后端分离的模式进行开发，API 遵循 RESTful 接口规范，页面使用 Blazor 进行开发，可作为 .NET Core 入门项目进行学习。If you liked `Blog` project or if it helped you, please give a star ⭐️ for this repository. 👍👍👍",1318,C#,287,2026-01-19T16:21:36Z
Wireboy.Socket.P2PSocket,https://github.com/hemaju/Wireboy.Socket.P2PSocket,P2P内网穿透，实现【公司】-【家】远程控制,1315,C#,386,2026-01-15T09:21:41Z
AI-Codereview-Gitlab,https://github.com/sunmh207/AI-Codereview-Gitlab,"基于大模型(DeepSeek,OpenAI等)的 GitLab 自动代码审查工具；支持钉钉/企业微信/飞书推送消息和生成日报；支持Docker部署；可视化 Dashboard。",1275,Python,276,2026-01-20T11:38:40Z
yu-ai-code-mother,https://github.com/liyupi/yu-ai-code-mother,编程导航 2025 年 AI + 微服务全栈新项目，基于 Spring Boot 3 + LangChain4j 构建对标大厂的 AI 应用生成平台，支持多种模式的智能代码生成、可视化编辑预览、一键部署分享、应用管理、AI 智能路由等。覆盖 AI 智能体开发、LangGraph4j 工作流、Tool Calling、SSE、Vue 3 全栈开发、Spring Cloud 微服务架构、MySQL / Redis / COS / Caffeine 存储、Nginx、多种设计模式、ARMS + Prometheus + Grafana 监控、Cursor Vibe Coding 等核心技术。 用一套教程掌握大厂级 AI 智能体开发+前后端核心技术，成为 AI 时代企业的香饽饽，给你的简历增加竞争力,1274,Java,273,2026-01-21T02:31:11Z
sharding-core,https://github.com/dotnetcore/sharding-core,high performance lightweight solution for efcore sharding table and sharding database support read-write-separation .一款ef-core下高性能、轻量级针对分表分库读写分离的解决方案，具有零依赖、零学习成本、零业务代码入侵,1269,C#,180,2026-01-20T14:36:06Z
public-speaking-with-meaning,https://github.com/xiaolai/public-speaking-with-meaning,《我也有话要说》—— 普通人的当众讲话技能 ,1252,Python,507,2026-01-19T12:50:13Z
Colder.Admin.AntdVue,https://github.com/Coldairarrow/Colder.Admin.AntdVue,Admin Fx Based On .NET 5 + Ant Design Vue,1252,C#,387,2026-01-14T17:18:35Z
C-CrashCourse,https://github.com/hairrrrr/C-CrashCourse,C语言教程+博客+代码演示+课程设计。 帮助初学者更好的理解 C 难点，提升代码量！ For beginners:C tuition/self-learning,1247,C,232,2026-01-19T14:16:03Z
gitmal,https://github.com/antonmedv/gitmal,A static page generator for repos,1244,Go,42,2026-01-20T21:36:35Z
cdfang-spider,https://github.com/hengliyin/cdfang-spider,📊 成都房协网数据分析，喜欢请点 star！,1225,TypeScript,218,2026-01-18T07:42:58Z
dcm,https://github.com/ajnart/dcm,"DockerComposeMaker (DCM) is a self-hostable website to help you pick and create a docker-compose.yml file for your home server. Discover new containers, discover and share a config in a couple of clicks!",1216,TypeScript,44,2026-01-20T06:57:07Z
PicImpact,https://github.com/besscroft/PicImpact,自部署的摄影作品网站，支持多种功能特性。PicImpact，分享你和世界！,1215,TypeScript,202,2026-01-19T12:56:42Z
996Quant,https://github.com/Rgveda/996Quant,35岁程序员退路之量化投资学习笔记,1202,Jupyter Notebook,173,2026-01-17T13:48:29Z
Masuit.MyBlogs,https://github.com/ldqk/Masuit.MyBlogs,基于C#/.NET9+vue3的 masuit.org个人博客站项目源码，https://masuit.org ，供参考、学习、引用、非商业性质的部署。,1173,JavaScript,306,2026-01-21T02:15:12Z
MNWeeklyCategory,https://github.com/rogerzhu/MNWeeklyCategory,码农周刊一周精选分类,1172,Python,125,2026-01-13T08:20:02Z
Front-End-Checklist,https://github.com/JohnsenZhou/Front-End-Checklist,🗂 一份完美的前端开发清单——专为现代网站和追求极致的开发者打造,1168,Unknown,134,2026-01-12T02:14:59Z
ThorUI,https://github.com/dingyong0214/ThorUI,ThorUI组件库，微信小程序项目代码分享，组件文档地址：https://www.thorui.cn/doc  ,1156,JavaScript,161,2025-12-27T06:16:13Z
ssr,https://github.com/wandou911/ssr,ssr免费节点,1146,CSS,139,2026-01-15T14:33:15Z
jav-scrapy,https://github.com/raawaa/jav-scrapy,批量抓取AV磁链或封面的苦劳力,1144,TypeScript,220,2026-01-11T18:36:31Z
ABP-MicroService,https://github.com/WilliamXu96/ABP-MicroService,基于abp微服务架构的低代码平台,1140,JavaScript,337,2026-01-20T02:00:04Z
Design-Pattern,https://github.com/sheng-jie/Design-Pattern,设计模式 C# 版（ .NET 6），有系列文章讲解,1104,C#,298,2026-01-12T12:11:53Z
pdfh5,https://github.com/gjTool/pdfh5,web/h5/移动端PDF预览插件，可手势缩放。支持npm install和script标签引入,1089,JavaScript,248,2026-01-19T09:17:42Z
DllExport,https://github.com/3F/DllExport,.NET DllExport with .NET Core support (aka 3F/DllExport aka DllExport.bat),1085,C#,144,2026-01-20T05:45:28Z
aggr,https://github.com/Tucsky/aggr,Cryptocurrency trades aggregator,1067,Vue,296,2026-01-11T23:46:37Z
awesome-prompt,https://github.com/NeekChaw/awesome-prompt,让你一眼惊艳的prompt,1063,GCC Machine Description,201,2026-01-21T02:09:10Z
NewJob,https://github.com/IcarusRyy/NewJob,一眼看出该职位最后修改时间，绿色为2周之内，暗橙色为1.5个月之内，红色为1.5个月以上,1055,JavaScript,53,2026-01-15T08:35:13Z
vue-ebook,https://github.com/godbasin/vue-ebook,《深入理解Vue.js实战》- 介绍Vue.js框架的出现、设计和使用，结合实战让读者更深入理解Vue.js框架，掌握使用方法。,1045,Shell,225,2026-01-08T01:40:29Z
ASL,https://github.com/ExeinfoASL/ASL,Free Windows Detector Software,1038,Unknown,109,2026-01-20T11:52:38Z
access,https://github.com/btbd/access,Access without a real handle,1028,C,239,2026-01-20T17:38:16Z
SpeedyNote,https://github.com/alpha-liu-01/SpeedyNote,A simple note app with good performance and PDF import support,1027,C++,48,2026-01-20T08:39:39Z
learn-javascript,https://github.com/sumn2u/learn-javascript,A book that teaches JavaScript 📗💻📖,1016,HTML,185,2026-01-13T11:19:40Z
simple-torrent,https://github.com/boypt/simple-torrent,☁️ Simple Torrent: a self-hosted remote torrent client (rebranded from Cloud Torrent),998,Go,301,2026-01-06T06:56:27Z
FreeRedis,https://github.com/2881099/FreeRedis,"🦄 FreeRedis is .NET40+ redis client. supports cluster, sentinel, master-slave, pub-sub, lua, pipeline, transaction, streams, redisearch, client-side-caching, and pooling.",984,C#,172,2026-01-20T02:49:30Z
Zero-DCE,https://github.com/Li-Chongyi/Zero-DCE,Zero-DCE code and model,980,HTML,214,2026-01-20T13:13:34Z
YYEVA,https://github.com/yylive/YYEVA,YYEVA（YY Effect Video Animate）是YYLive推出的一个开源的支持可插入动态元素的MP4动效播放器解决方案，包含设计资源输出的AE插件，客户端渲染引擎，在线预览工具。,953,JavaScript,105,2026-01-17T17:53:33Z
wereader,https://github.com/arry-lee/wereader,一个功能全面的微信读书笔记助手 wereader,948,Python,132,2026-01-18T13:19:15Z
OsEngine,https://github.com/AlexWan/OsEngine,Open Source algo trading platform,940,C#,424,2026-01-20T07:54:52Z
EASY-HWID-SPOOFER,https://github.com/FiYHer/EASY-HWID-SPOOFER,基于内核模式的硬件信息欺骗工具,931,C++,320,2026-01-19T05:47:52Z
binance_grid_trader,https://github.com/51bitquant/binance_grid_trader,"Binance_grid_trader is a grid strategy bot trading with Binance Spot and Binance Futures Exchange. you can use it to trade any pair in Binance Exchange. Binance_grid_trader是一个币安网格策略软件, 目前支持币安现货，USDT合约和币币合约。",930,Python,293,2026-01-19T02:56:47Z
we0,https://github.com/we0-dev/we0,"we0 is an AI code editor for development programmers and product managers. same v0, bolt.new,lovable",917,TypeScript,136,2026-01-19T18:31:30Z
CubeCity,https://github.com/hexianWeb/CubeCity,A city waiting to be built by you 🏙️🔨✨. Threejs Version (一个等着被你建造的城市),906,JavaScript,156,2026-01-20T05:46:58Z
Slickflow,https://github.com/besley/Slickflow,".NET Open Source Workflow Engine,  AI Empowerment",882,JavaScript,259,2026-01-18T10:24:38Z
KopSoftWms,https://github.com/lysilver/KopSoftWms,KopSoft仓库管理系统,877,C#,356,2026-01-14T23:56:50Z
ScheduleMasterCore,https://github.com/hey-hoho/ScheduleMasterCore,This is a distributed task management system base on .Net Core platform .,875,C#,253,2025-12-15T02:40:32Z
NewLife.Redis,https://github.com/NewLifeX/NewLife.Redis,"High performance redis client, support NETCore/. NET4. 0/. NET4. 5. It is specially optimized for big data and message queue. The average daily consumption of online single application is 10 billion. 高性能Redis客户端，支持.NETCore/.NET4.0/.NET4.5，为大数据与消息队列而特别优化，线上单应用日均100亿调用量",873,C#,189,2026-01-14T06:02:36Z
videodl,https://github.com/CharlesPikachu/videodl,Videodl: A lightweight video downloader written in pure python. (轻量级视频下载器，优先高清无水印，支持抖音，快手，小红书，B站，TikTok，YouTube，FIFA+，优酷，腾讯，爱奇艺，1905电影网，乐视，芒果，咪咕，PPTV，搜狐，Facebook，Twitter，新浪微博，今日头条，网易公开课，全民K歌，CCTV央视频高清视频，新片场，知乎，百度贴吧，TED等海量流媒体平台),870,Python,206,2026-01-20T22:44:55Z
lin-cms-dotnetcore,https://github.com/luoyunchong/lin-cms-dotnetcore,😃A simple and practical CMS implemented by .NET + FreeSql；前后端分离、Docker部署、OAtuh2授权登录、自动化部署DevOps、自动同步至Gitee、代码生成器、仿掘金专栏,836,C#,203,2026-01-19T16:21:47Z
AntDeploy,https://github.com/yuzd/AntDeploy,"Tools to deploy applications to remote server(iis,windowsService,linuxService,docker) support netframework and dotnetcore,support rollback and increment deploy",830,C#,180,2026-01-13T11:14:53Z
YoutubeExtractor,https://github.com/flagbug/YoutubeExtractor,"A .NET library, that allows to download videos from YouTube and/or extract their audio track (currently only for flash videos).",830,C#,368,2026-01-19T07:19:29Z
Software-Design-Engineer-Data,https://github.com/hqweay/Software-Design-Engineer-Data,软件设计师（中级）备考资料（更新至 19 年下试题）,809,Unknown,232,2026-01-15T03:36:35Z
docker.ui,https://github.com/gohutool/docker.ui,暂无描述,796,JavaScript,142,2026-01-15T05:53:40Z
html2md,https://github.com/helloworld-Co/html2md,helloworld 开发者社区开源的一个轻量级，强大的 html 一键转 md 工具，支持多平台文章一键转换，并保存下载到本地。,793,JavaScript,196,2026-01-18T13:47:14Z
cursor-star,https://github.com/yunzhong-code/cursor-star,一键无限授权cursor,792,Unknown,39,2026-01-19T14:00:42Z
vue-family-mindmap,https://github.com/biaochenxuying/vue-family-mindmap,用一张思维导图总结了 Vue | Vue-Router | Vuex 源码与架构要点。,774,Unknown,172,2025-12-18T11:15:24Z
MASA.Framework,https://github.com/masastack/MASA.Framework,".NET next-generation microservice development framework, which provides cloud native best practices based on Dapr.",772,C#,120,2026-01-17T01:14:10Z
ExchangeSharp,https://github.com/DigitalRuby/ExchangeSharp,"ExchangeSharp is a powerful, fast and easy to use .NET/C# API for interfacing with many crypto currency exchanges. REST and web sockets are supported.",760,C#,375,2026-01-11T07:30:14Z
Viper,https://github.com/duyanming/Viper,Viper 是一个基于Anno微服务引擎开发的Dashboard示例项目。Anno 底层通讯采用 grpc、thrift。自带服务发现、调用链追踪、Cron 调度、限流、事件总线等等,757,C#,182,2026-01-13T03:21:02Z
websocket-client,https://github.com/Marfusios/websocket-client,🔧 .NET/C# websocket client library,754,C#,133,2026-01-20T03:48:14Z
jquery-treetable,https://github.com/ludo/jquery-treetable,jQuery plugin to show a tree structure in a table,752,HTML,270,2025-12-07T09:17:13Z
vue2,https://github.com/yisainan/vue2,"💯 比较好的vue2项目,值得借鉴与学习",742,JavaScript,169,2026-01-14T02:03:28Z
DomainWordsDict,https://github.com/liuhuanyong/DomainWordsDict,"DomainWordsDict,  Chinese words dict that contains more than 68 domains, which can be used as text classification、knowledge enhance task。涵盖68个领域、共计916万词的专业词典知识库，可用于文本分类、知识增强、领域词汇库扩充等自然语言处理应用。",741,Unknown,121,2026-01-19T06:13:05Z
the-self-cultivation-of-leeks,https://github.com/xiaolai/the-self-cultivation-of-leeks,Wish you have a good life of peace…,738,Unknown,534,2025-12-23T05:01:36Z
MyBot,https://github.com/MyBotRun/MyBot,Public source to MyBot,730,Unknown,278,2026-01-13T16:33:27Z
QtUnblockNeteaseMusic,https://github.com/FrzMtrsprt/QtUnblockNeteaseMusic,"A desktop client for UnblockNeteaseMusic, made with Qt.",715,C++,21,2026-01-19T15:19:35Z
Beanfun,https://github.com/pungin/Beanfun,繽放 - 樂豆第三方客戶端,713,C#,154,2026-01-03T08:44:31Z
EFCore.Sharding,https://github.com/Coldairarrow/EFCore.Sharding,Database Sharding For EFCore,711,C#,148,2025-12-15T13:10:34Z
VueLearnNotes,https://github.com/zhangtianyi0110/VueLearnNotes,Vue学习笔记,710,JavaScript,310,2026-01-06T06:56:10Z
medical-books,https://github.com/scienceasdf/medical-books,Open sourece medical books in LaTeX. LaTeX写的中文开源医学书籍,683,TeX,135,2026-01-20T10:22:48Z
WinsockPacketEditor,https://github.com/x-nas/WinsockPacketEditor,"WPE x64 is a Windows software that can intercept and modify WinSock packets, with adaptive support for 32-bit and 64 bit target programs WPE x64 是一款可以拦截并修改 WinSock 封包的 Windows 软件，自适应支持 32 位及 64 位的目标程序",676,C#,147,2026-01-19T09:33:03Z
